idwell,subphase,sum(subphase_total_days)
055FD8E6091E4FEC8A90CDEA84E0BED2,"Drill 28"" Hole Section (711mm)",1.96
510684F5A97743FEA62630B7849D2CE9,"Drill 12-1/4"" Hole Section (311mm)",9.92
8388E7D9A9884BC28D724C4DEF9D148E,Pull BOP,0.81
CA120329AD6044F6A4A0BCE932258794,Coring,4.05
B4672CA1121F476E8EADCB335E7A01C3,Move In & Rig Up,0.52
F6AED6C0516140FCBBE6C758CEAC677F,Lower P&A,4.31
659D58B29AD348D68E4B506B8A12BA3E,"Drill 28"" Hole Section (711mm)",2
AE8222E964BF4261BE13A9F9431A87B2,Run / Test BOP,11.34
ACEEF6A1543742C5B6F7CE0A73A81F59,Cased Hole Logging,3.48
15F41B08E003423C8A316032A7C9AE6A,"Drill 12-1/4"" Hole Section (311mm)",8.07
192DDAD7348544EB83E94E1AA39DF32B,"Drill 8-1/2"" Hole Section (216mm)",6.54
D656C01E121E4E858D3984E2E069BAEA,"Drill 17-1/2"" Hole Section (444.5mm)",3.5
F274D9274D6D48BB96115E48151A352F,Re-entry,0.7
17F18171D4844302ADA168C723ECDF4F,Run Lower Completion,4.56
15F41B08E003423C8A316032A7C9AE6A,"Drill 17-1/2"" Hole Section (444.5mm)",5.56
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Pull BOP,2.21
048BBD33673549AA87A1606D5C9506D0,Lower P&A,3.25
CA120329AD6044F6A4A0BCE932258794,"Run 16"" Liner (406mm)",4.94
192DDAD7348544EB83E94E1AA39DF32B,Run Upper Completion,4.27
0DB5B5A443804DD5927B8B232DA6F1E7,"Drill 17-1/2"" Hole Section (444.5mm)",2.91
46EEF60EB010439BBBD01541CAE71BB8,"Drill 8-1/2"" Hole Section (216mm)",4.47
1F12DA3A3DF54B2094592A804A8F12B6,"Run 9-5/8"" Liner (244.5mm)",6.34
1F7A02B6AF0A4D92A869D72C6922EC50,"Run 20"" Casing (508mm)",2.21
048BBD33673549AA87A1606D5C9506D0,Pull BOP,1.19
B6751215EAA9409C98FA097523A21668,"Drill 12-1/4"" Hole Section (311mm)",19.66
754271E79F2D47E2A6A13FDBA918D5D6,"Drill 17-1/2"" Hole Section (444.5mm)",3.64
C77BA018CA00489A91C06309C6840C2C,"Drill 28"" Hole Section (711mm)",2.29
768A75E188C948268079F3BFBEAA5BFC,Run / Test BOP,6.52
0F286F8CB5074CF1B48E80F800A66A69,Move In & Rig Up,1.79
D656C01E121E4E858D3984E2E069BAEA,"Drill 28"" Hole Section (711mm)",1.94
192DDAD7348544EB83E94E1AA39DF32B,"Run 9-5/8"" Casing / Tieback (244.5mm)",1.64
A06CA05414814A3E84C73BC4EE31EFCF,"Drill 8-1/2"" Hole Section (216mm)",18.52
98837B6835314A89AAB2402BCF913D36,"Drill 8-1/2"" Hole Section (216mm)",4.81
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Run 13-5/8"" Casing / Tieback (346mm)",3.98
659D58B29AD348D68E4B506B8A12BA3E,Move In & Rig Up,0.75
3CD6C7B1F8534AE489C0D91C0B037CCE,"Drill 17"" x 20"" Hole Section (432x508mm)",2.44
6470F14EEDBB4F81B5DA6EFA8696A5A2,"Jet 36"" Casing (914mm)",0.75
7894DBFB0E9741A9B5B42D9188DADFA8,"Jet 36"" Casing (914mm)",0.86
2E5A7674FED24353880C670C671E9508,Mobilization,2.67
61418BB6CEB248E29AC01F6F6BE82AB4,Run / Test BOP,9.96
D1AC8790A3AD4CB9896F774EB0B25888,Re-entry,1.08
19C1D60E8C6547969453DACA80DDC64B,Coring,null
FA9EAE3C713E477892722D1028963F22,Demobilization,null
2A417E2776114AD396F75F0343DB9FBC,Run Lower Completion,4.06
A52809D11C2A469D8FBC9211A3101975,Temporary Plug & Abandonment (TP&A),2.25
671390DF21ED4FBCAFBD872F2F2A950C,Well Clean Up,1.83
C2D5DCF5F6B541518C42183715E63886,"Condition 8-1/2"" Hole (216mm)",4.57
0643520408164C0BAC017A4FD2AB4C4D,"Drill 12-1/4"" Hole Section (311mm)",17.67
FA9EAE3C713E477892722D1028963F22,Mobilization,17.85
7E67BA30CAE942C7A3DE18A4C98C52C3,Plugback,2.38
44F56447FA9C47F8AF518490FB599C70,Fluid Displacement,5.25
B972758C036E4230A1B96DC034B8B094,Run / Test BOP,8.29
6F5B65035EA446E6A523B4112DA7CC18,"Drill 28"" Hole Section (711mm)",2.15
F274D9274D6D48BB96115E48151A352F,Run / Test BOP,6.51
2A417E2776114AD396F75F0343DB9FBC,"Jet 36"" Casing (914mm)",0.32
9EB6D41C69B946B2B3B9D738662D7646,Pull BOP,1
1F12DA3A3DF54B2094592A804A8F12B6,Move In & Rig Up,0.63
96CFFB4877B843B79E105E7816AAC293,"Drill 8-1/2"" Hole Section (216mm)",9.11
1E0179E39C45410D99449F843ACB9B59,"Drill 17-1/2"" Hole Section (444.5mm)",4.42
3C6918BF24DC416F8747B40C3FADAC6D,"Run 22"" Casing (559mm)",1.23
C76E0A95822C4FE69B439D79BC046367,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.4
0E815F5CF7F84574BFC22E59D0C3CD4C,Run / Test BOP,6.96
CA120329AD6044F6A4A0BCE932258794,"Drill 28"" Hole Section (711mm)",2.95
46EEF60EB010439BBBD01541CAE71BB8,Move In & Rig Up,3.08
6B4DE087F910440F82F10C1F70DAE530,"Drill 8-1/2"" Hole Section (216mm)",6.69
E79002718FBB47EC8A8F3ED3C7C80AA4,Cleanout Run,null
A3E87A9132C04B26AF6B28A541929A59,Run Lower Completion,4.5
44F56447FA9C47F8AF518490FB599C70,"Drill 17-1/2"" Hole Section (444.5mm)",7.38
0E815F5CF7F84574BFC22E59D0C3CD4C,Pull BOP,2.59
A06CA05414814A3E84C73BC4EE31EFCF,"Jet 36"" Casing (914mm)",0.73
81CEC78DC98E4FB498D5F240B2368F3E,Run Upper Completion,16.26
81CEC78DC98E4FB498D5F240B2368F3E,"Jet 36"" Casing (914mm)",0.72
7894DBFB0E9741A9B5B42D9188DADFA8,Move In & Rig Up,0.08
3E1FCFD5C8884B2E8CD7089DAD3CC779,Run / Test BOP,4.89
4AB956891F3E45DAB2ADDF0625B417A6,Pull BOP,0.85
E86F16784BA24EC08E4E4DE62F1C84FE,Run Lower Completion,6.75
7E83259C5BA34DCE895A2D9501AC967A,"Run 20"" Casing (508mm)",2.73
0DB5B5A443804DD5927B8B232DA6F1E7,Temporary Plug & Abandonment (TP&A),5.91
048BBD33673549AA87A1606D5C9506D0,Open Hole Logging,5.32
37849EEF65EF455DB9026D647C1B4800,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",6.65
4AB956891F3E45DAB2ADDF0625B417A6,"Drill 17-1/2"" Hole Section (444.5mm)",3.18
A74B93C78CAE42E998A3AE559AA0F432,Run / Test BOP,1.84
5604C053A0D84498A65094FFFC6F61D5,"Drill 17-1/2"" Hole Section (444.5mm)",5.44
570E8D3E150A41109B1E19251B48BCE8,Mobilization,10.4
1C6899B4790F49CFBD844BBFFC958D16,Move In & Rig Up,6.58
1705C7BB85B1436F8B46C50009FD040E,Run Upper Completion,4.65
510684F5A97743FEA62630B7849D2CE9,"Jet 36"" Casing (914mm)",1.65
F99E3C43EA4C44639A3785ED21F0CE05,"Run 20"" Casing (508mm)",1.44
DCADAAC3B0E54E66BA63DF6A3191C2B5,"Drill 12-1/4"" Hole Section (311mm)",5.5
8766467DC774438D9AC41076EF4E2CDD,Cleanout Run,null
1F12DA3A3DF54B2094592A804A8F12B6,"Run 13-5/8"" Casing / Tieback (346mm)",3.93
67C1FDE7B2B4483E87B7EA005353C6BA,Open Hole Logging,4.87
98837B6835314A89AAB2402BCF913D36,"Drill 17-1/2"" Hole Section (444.5mm)",6.24
D8702AE6429945528A70D4D55E5F0755,Fluid Displacement,7.66
5604C053A0D84498A65094FFFC6F61D5,Run / Test BOP,1.21
4E3325C8D54540018590B97F82FD4A2C,Kill Well,2.19
E950C97C6C9B4262A0A06E9222F1D750,Cleanout Run,null
FAC36A8FB35C4B14968DD9A026580CF4,"Run 13-5/8"" Casing / Tieback (346mm)",2.01
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Run 18"" Liner (457mm)",4.38
ACEEF6A1543742C5B6F7CE0A73A81F59,Lower P&A,3.23
F224034A354A421EAA351918E67E8A2E,Run / Test BOP,2.81
0F41F5BB467844D6BEE17EDD3438AF05,"Drill 17-1/2"" Hole Section (444.5mm)",5.99
1E0179E39C45410D99449F843ACB9B59,"Run 13-5/8"" Casing / Tieback (346mm)",1.33
46EEF60EB010439BBBD01541CAE71BB8,"Run 11-7/8"" Liner (302mm)",2.51
0F286F8CB5074CF1B48E80F800A66A69,Run / Test BOP,13.3
AA23FA8702F143CA832D65B410D20B01,Open Hole Logging,6.03
9EB6D41C69B946B2B3B9D738662D7646,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.25
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Rig Down & Move Out,0.94
B4672CA1121F476E8EADCB335E7A01C3,"Run 9-5/8"" Casing / Tieback (244.5mm)",2.43
2BEE1ABEE01E435EB9982EC6FEC766E8,Move In & Rig Up,0.48
7E67BA30CAE942C7A3DE18A4C98C52C3,"Drill 28"" Hole Section (711mm)",1.54
A1D51D5595D141D08D1DAA0D15EA4C09,Move In & Rig Up,0.02
FB2897CC7A4D4161BC438AD052D71715,Cleanout Run,1.42
17F18171D4844302ADA168C723ECDF4F,Run Upper Completion,3.5
C77BA018CA00489A91C06309C6840C2C,Kill Well,2.95
AA3D5BC92DFE47D7A6C4ABDF93794AA8,"Drill 28"" Hole Section (711mm)",1.71
2A417E2776114AD396F75F0343DB9FBC,Retrieve Packer,6.92
ACEEF6A1543742C5B6F7CE0A73A81F59,"Run 22"" Casing (559mm)",1.6
3CD6C7B1F8534AE489C0D91C0B037CCE,Run Upper Completion,null
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Run 11-7/8"" Liner (302mm)",3.56
1F12DA3A3DF54B2094592A804A8F12B6,"Drill 28"" Hole Section (711mm)",2.54
9C6CEE755C8742ADB7FC4A2D003F7648,Re-entry,1.1
0F286F8CB5074CF1B48E80F800A66A69,Lower P&A,6.75
0E815F5CF7F84574BFC22E59D0C3CD4C,12-1/4'' Open Hole Logging,2.22
3C6918BF24DC416F8747B40C3FADAC6D,"Drill 28"" Hole Section (711mm)",1.73
46EEF60EB010439BBBD01541CAE71BB8,"Run 20"" Casing (508mm)",1.09
6B4DE087F910440F82F10C1F70DAE530,"Run 20"" Casing (508mm)",7.42
BAC96EBE0F354878BF920E67BFA0742E,Kill Well,3.9
2EB98A75BA294750AAD9E7F2956ED965,"Drill 28"" Hole Section (711mm)",1.27
9C6CEE755C8742ADB7FC4A2D003F7648,Run Upper Completion,3.88
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Temporary Plug & Abandonment (TP&A),4.17
A52809D11C2A469D8FBC9211A3101975,Re-entry,1.23
D0FB223DC2DB4C91815E9FBB821804E6,"Run 20"" Casing (508mm)",0.67
0643520408164C0BAC017A4FD2AB4C4D,"Drill 17-1/2"" Hole Section (444.5mm)",4.13
C76E0A95822C4FE69B439D79BC046367,"Jet 36"" Casing (914mm)",0.52
377C18FDAFD84A608780509E3631907B,Re-entry,1.39
0E815F5CF7F84574BFC22E59D0C3CD4C,Move In & Rig Up,0.42
6BBC552DAD9D436F9CA85E67E61E2CD2,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2.27
2E3FCD94C0F84227A363DBAB76367D17,Run / Test BOP,4.16
CC04ADDD90154FFEAD1EDF7153A32D16,"Drill 26"" Hole Section (660mm)",1.52
C77BA018CA00489A91C06309C6840C2C,"Run 13-5/8"" Casing / Tieback (346mm)",3.24
48233888832147E5815F36A5378D30AE,"Jet 36"" Casing (914mm)",1.1
98837B6835314A89AAB2402BCF913D36,Re-entry,1.13
1F12DA3A3DF54B2094592A804A8F12B6,"Drill 12-1/4"" Hole Section (311mm)",28.24
0643520408164C0BAC017A4FD2AB4C4D,"Drill 8-1/2"" Hole Section (216mm)",14.45
6BBC552DAD9D436F9CA85E67E61E2CD2,Re-entry,1.77
F274D9274D6D48BB96115E48151A352F,"Run 9-7/8"" Liner (251mm)",2.35
B440090E6BEF485CB1FF88B13EF1DA2F,Temporary Plug & Abandonment (TP&A),2.9
D57CA0C65A2C4A7FB26AD29FC5D658AC,12-1/4'' Open Hole Logging,4.81
4831DF59593A47E6BB833F9474EF4A2E,"Jet 36"" Casing (914mm)",0.81
9EB6D41C69B946B2B3B9D738662D7646,Run Upper Completion,5.29
4831DF59593A47E6BB833F9474EF4A2E,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",5.35
BAC96EBE0F354878BF920E67BFA0742E,Sidetrack (whipstock),null
1F12DA3A3DF54B2094592A804A8F12B6,Run Upper Completion,4.76
B6751215EAA9409C98FA097523A21668,Lower P&A,4.19
BAC96EBE0F354878BF920E67BFA0742E,"Drill 17-1/2"" Hole Section (444.5mm)",11.33
FAC36A8FB35C4B14968DD9A026580CF4,Lower P&A,2.45
D8702AE6429945528A70D4D55E5F0755,Retrieve Packer,4.93
3353742D96D54521BE96EED15BEA548E,"Run 13-3/8"" Casing (340mm)",1.56
48233888832147E5815F36A5378D30AE,"Run 13-5/8"" Casing / Tieback (346mm)",2.73
EA400397A6C74F489DBD95C8A9597ED2,Mobilization,11.38
05E3D57291A54C518D4DCA84D752B455,Fluid Displacement,4.69
3E1FCFD5C8884B2E8CD7089DAD3CC779,Lower P&A,3.42
6F5B65035EA446E6A523B4112DA7CC18,"Run 20"" Casing (508mm)",0.83
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Well Test,9.7
67C1FDE7B2B4483E87B7EA005353C6BA,"Drill 28"" Hole Section (711mm)",1.73
313023AD8D9E4A67AABAA94A3B566B06,"Run 13-5/8"" Casing / Tieback (346mm)",1.45
1C6899B4790F49CFBD844BBFFC958D16,Temporary Plug & Abandonment (TP&A),2.44
B6751215EAA9409C98FA097523A21668,Open Hole Logging,10.32
332C687CE7564366AF3F2F5DA1883602,"Run 22"" Casing (559mm)",1.94
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Temporary Plug & Abandonment (TP&A),3.2
E79002718FBB47EC8A8F3ED3C7C80AA4,Well Clean Up,0.65
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Drill 17-1/2"" Hole Section (444.5mm)",2.95
77E60965509A4C0A8D8D06CE60B89470,Temporary Plug & Abandonment (TP&A),13.56
0643520408164C0BAC017A4FD2AB4C4D,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.48
A1D51D5595D141D08D1DAA0D15EA4C09,"Jet 36"" Casing (914mm)",0.26
BAA7B0A7E65B44E8AA2BC58D45F45725,"Run 13-5/8"" Casing / Tieback (346mm)",4.08
D1AC8790A3AD4CB9896F774EB0B25888,Well Clean Up,null
98837B6835314A89AAB2402BCF913D36,Run Upper Completion,4.52
E950C97C6C9B4262A0A06E9222F1D750,Run Lower Completion,4.31
570E8D3E150A41109B1E19251B48BCE8,Move In & Rig Up,0.25
FF7B2055ABA5460190CE9D36D7931579,Move In & Rig Up,2.41
3ED9DE02F7864AFE90A8ECBCDB6EF93C,"Drill 28"" Hole Section (711mm)",1.39
1705C7BB85B1436F8B46C50009FD040E,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.56
3C6918BF24DC416F8747B40C3FADAC6D,Pull BOP,4.23
979569BEB406477E9F499BCE0B1D476A,"Drill 12-1/4"" Hole Section (311mm)",22.62
FF5A9E0299714949BB7113DE5A45FC58,"Run 13-3/8"" Casing (340mm)",2.9
768A75E188C948268079F3BFBEAA5BFC,Fluid Displacement,4.23
5E07616CA6644593A67C548910E4F255,"Drill 17-1/2"" x 20"" Hole Section (444.5x508mm)",4.28
12FF4C6C40C4446C84BF59EF1AED9772,"Drill 8-1/2"" Hole Section (216mm)",7.77
FF5A9E0299714949BB7113DE5A45FC58,Run / Test BOP,6.96
2E3FCD94C0F84227A363DBAB76367D17,"Drill 12-1/4"" Hole Section (311mm)",13.59
D8702AE6429945528A70D4D55E5F0755,"Run 22"" Casing (559mm)",1.52
61418BB6CEB248E29AC01F6F6BE82AB4,"Run 13-3/8"" Casing (340mm)",19.29
0E815F5CF7F84574BFC22E59D0C3CD4C,"Drill 17-1/2"" Hole Section (444.5mm)",5.23
F99E3C43EA4C44639A3785ED21F0CE05,Cleanout Run,1.5
73BF435F6C564EC390725FAF4F50D3E3,Well Clean Up,null
3C6918BF24DC416F8747B40C3FADAC6D,Retrieve Packer,null
FAC36A8FB35C4B14968DD9A026580CF4,"Drill 28"" Hole Section (711mm)",1.77
F60B551E1EBF446493ADBBF7E06B276D,"Jet 36"" Casing (914mm)",1.04
313023AD8D9E4A67AABAA94A3B566B06,Lower P&A,3.61
B440090E6BEF485CB1FF88B13EF1DA2F,"Jet 36"" Casing (914mm)",1.5
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Run / Test BOP,5.11
AA23FA8702F143CA832D65B410D20B01,Run / Test BOP,4.16
FB2897CC7A4D4161BC438AD052D71715,Move In & Rig Up,8.29
1F7A02B6AF0A4D92A869D72C6922EC50,Well Clean Up,1.63
37849EEF65EF455DB9026D647C1B4800,"Run 13-3/8"" Casing (340mm)",1.69
17F18171D4844302ADA168C723ECDF4F,"Drill 17-1/2"" Hole Section (444.5mm)",4.02
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Lower P&A,4
1E0179E39C45410D99449F843ACB9B59,Re-entry,1.38
C417278645714F82A1BEAE184D80EAEF,"Run 20"" Casing (508mm)",0.98
3C9D3FBE5854422EBDC0BBBA9A543DBB,Move In & Rig Up,0.75
C2D5DCF5F6B541518C42183715E63886,Run / Test BOP,7.34
27C70E0DB1164D29BA1F43D1C1A67AD4,Temporary Plug & Abandonment (TP&A),3.57
1705C7BB85B1436F8B46C50009FD040E,Temporary Plug & Abandonment (TP&A),1.16
67C1FDE7B2B4483E87B7EA005353C6BA,Run Upper Completion,3.73
81CEC78DC98E4FB498D5F240B2368F3E,Cased Hole Logging,0.43
F60B551E1EBF446493ADBBF7E06B276D,"Drill 26"" Hole Section (660mm)",1.26
592D8A3FC4044A9ABEE730554560EAE0,Well Clean Up,0.63
768A75E188C948268079F3BFBEAA5BFC,Pull Completion,3.85
175BA5DBC475495FBEA7060439C5B660,Open Hole Logging,4.81
1C6899B4790F49CFBD844BBFFC958D16,"Drill 12-1/4"" Hole Section (311mm)",6.29
3E1FCFD5C8884B2E8CD7089DAD3CC779,Cleanout Run,9.3
0DB5B5A443804DD5927B8B232DA6F1E7,Run Lower Completion,2.25
FF5A9E0299714949BB7113DE5A45FC58,"Drill 8-1/2"" Hole Section (216mm)",6.54
6F5B65035EA446E6A523B4112DA7CC18,"Run 9-5/8"" Casing / Tieback (244.5mm)",1.78
FAC36A8FB35C4B14968DD9A026580CF4,"Jet 36"" Casing (914mm)",0.75
8DE4516EEF9C4249B231AC1054CAE57A,Run / Test BOP,6.5
754BC09DDD534651BDA54E4AE2004B72,Lower P&A,4.33
510684F5A97743FEA62630B7849D2CE9,"Drill 28"" Hole Section (711mm)",4.98
754BC09DDD534651BDA54E4AE2004B72,"Drill 8-1/2"" Hole Section (216mm)",4.69
BAC96EBE0F354878BF920E67BFA0742E,Run Upper Completion,30.79
2A417E2776114AD396F75F0343DB9FBC,"Drill 17-1/2"" Hole Section (444.5mm)",3.72
2E3FCD94C0F84227A363DBAB76367D17,Re-entry,1.17
332C687CE7564366AF3F2F5DA1883602,"Run 13-5/8"" x 14"" Casing (346x356mm)",1.39
6B4DE087F910440F82F10C1F70DAE530,Run Upper Completion,5.42
1C6899B4790F49CFBD844BBFFC958D16,Well Clean Up,null
2FF9338FEEBC45C5A6DF5D2F2970E6BD,"Run 20"" Casing (508mm)",1.08
377C18FDAFD84A608780509E3631907B,"Drill 28"" Hole Section (711mm)",1.75
F274D9274D6D48BB96115E48151A352F,Plugback,2.26
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Run 13-5/8"" Casing / Tieback (346mm)",2.98
570E8D3E150A41109B1E19251B48BCE8,"Drill 17-1/2"" Hole Section (444.5mm)",4.77
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Re-entry,1.54
B440090E6BEF485CB1FF88B13EF1DA2F,"Run 13-5/8"" Casing / Tieback (346mm)",2.54
96CFFB4877B843B79E105E7816AAC293,Open Hole Logging,11.24
01A04F50735A480BAE5E1063A930E7E4,"Drill 28"" Hole Section (711mm)",1.56
2EB98A75BA294750AAD9E7F2956ED965,"Run 22"" Casing (559mm)",0.88
15F41B08E003423C8A316032A7C9AE6A,Run Lower Completion,3.67
5B93D63F99F041CF975816077D909102,"Run 22"" Casing (559mm)",1.83
C77BA018CA00489A91C06309C6840C2C,"Run 9-7/8"" Casing (251mm)",6.5
AA3D5BC92DFE47D7A6C4ABDF93794AA8,Run Lower Completion,5.73
D57CA0C65A2C4A7FB26AD29FC5D658AC,Temporary Plug & Abandonment (TP&A),3.77
F6AED6C0516140FCBBE6C758CEAC677F,"Jet 36"" Casing (914mm)",1.5
1705C7BB85B1436F8B46C50009FD040E,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",8.13
4E3325C8D54540018590B97F82FD4A2C,Plugback,3.53
AE8222E964BF4261BE13A9F9431A87B2,"Drill 17"" x 20"" Hole Section (432x508mm)",2.53
1F12DA3A3DF54B2094592A804A8F12B6,Well Test,10.13
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Temporary Plug & Abandonment (TP&A),3.06
E86F16784BA24EC08E4E4DE62F1C84FE,"Drill 8-1/2"" Hole Section (216mm)",7.03
77E60965509A4C0A8D8D06CE60B89470,"Run 13-3/8"" Casing (340mm)",42.75
73BF435F6C564EC390725FAF4F50D3E3,"Run 13-5/8"" Casing / Tieback (346mm)",1.06
C2D5DCF5F6B541518C42183715E63886,"Run 22"" Casing (559mm)",2.25
ACEEF6A1543742C5B6F7CE0A73A81F59,Move In & Rig Up,5.56
F99E3C43EA4C44639A3785ED21F0CE05,"Run 13-3/8"" Casing (340mm)",1.5
C77BA018CA00489A91C06309C6840C2C,"Run 22"" Casing (559mm)",3.74
754271E79F2D47E2A6A13FDBA918D5D6,"Run 22"" Casing (559mm)",1.27
2A417E2776114AD396F75F0343DB9FBC,"Drill 28"" Hole Section (711mm)",2.16
81CEC78DC98E4FB498D5F240B2368F3E,Fluid Displacement,5.92
592D8A3FC4044A9ABEE730554560EAE0,Rig Down & Move Out,0.35
C2D5DCF5F6B541518C42183715E63886,"Drill 12-1/4"" Hole Section (311mm)",15.94
98837B6835314A89AAB2402BCF913D36,Run Lower Completion,5.38
46EEF60EB010439BBBD01541CAE71BB8,"Run 16"" Liner (406mm)",8.94
96CFFB4877B843B79E105E7816AAC293,"Run 9-7/8"" Liner (251mm)",2.92
3C6918BF24DC416F8747B40C3FADAC6D,Temporary Plug & Abandonment (TP&A),null
27C70E0DB1164D29BA1F43D1C1A67AD4,"Drill 28"" Hole Section (711mm)",2.13
A1D51D5595D141D08D1DAA0D15EA4C09,"Drill 28"" Hole Section (711mm)",1.42
17FA6FC0817144F09C084AF52016E4B4,"Run 13-3/8"" Casing (340mm)",1.38
D8702AE6429945528A70D4D55E5F0755,"Run 9-5/8"" Liner (244.5mm)",7.96
FAC36A8FB35C4B14968DD9A026580CF4,Move In & Rig Up,0.67
D8702AE6429945528A70D4D55E5F0755,Well Test,3.69
6F5B65035EA446E6A523B4112DA7CC18,Run Lower Completion,5.32
768A75E188C948268079F3BFBEAA5BFC,Rig Repair / Modification,9.52
3353742D96D54521BE96EED15BEA548E,Plugback,4.23
48233888832147E5815F36A5378D30AE,"Drill 17-1/2"" Hole Section (444.5mm)",3.71
AE8222E964BF4261BE13A9F9431A87B2,"Run 22"" Casing (559mm)",1.04
0DB5B5A443804DD5927B8B232DA6F1E7,Run / Test BOP,6.91
754271E79F2D47E2A6A13FDBA918D5D6,Open Hole Logging,6.74
175BA5DBC475495FBEA7060439C5B660,"Run 22"" Casing (559mm)",1.35
3353742D96D54521BE96EED15BEA548E,Move In & Rig Up,3.33
05E3D57291A54C518D4DCA84D752B455,"Run 20"" Casing (508mm)",0.98
8766467DC774438D9AC41076EF4E2CDD,Temporary Plug & Abandonment (TP&A),1.06
AA23FA8702F143CA832D65B410D20B01,"Drill 17-1/2"" Hole Section (444.5mm)",3.74
377C18FDAFD84A608780509E3631907B,"Run 13-5/8"" Casing / Tieback (346mm)",1.96
2E3FCD94C0F84227A363DBAB76367D17,"Drill 28"" Hole Section (711mm)",2.4
8388E7D9A9884BC28D724C4DEF9D148E,"Drill 28"" Hole Section (711mm)",1.58
592D8A3FC4044A9ABEE730554560EAE0,"Drill 17-1/2"" Hole Section (444.5mm)",5.15
BAC96EBE0F354878BF920E67BFA0742E,"Cut & Pull 9-5/8"" Casing (244.5mm)",6.3
4E3325C8D54540018590B97F82FD4A2C,Run Lower Completion,2.22
4E3325C8D54540018590B97F82FD4A2C,Open Hole Logging,7.03
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Kill Well,2.13
C083D8787D6545CEA0C45BCD28B6995D,Lower P&A,7.52
2E3FCD94C0F84227A363DBAB76367D17,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",3.64
C77BA018CA00489A91C06309C6840C2C,"Drill 17-1/2"" Hole Section (444.5mm)",6.08
8DE4516EEF9C4249B231AC1054CAE57A,Pull BOP,1
D9290A60CB6B47E4A86A579B6FDE01BC,"Drill 8-1/2"" Hole Section (216mm)",32.28
A52809D11C2A469D8FBC9211A3101975,"Run 20"" Casing (508mm)",1.54
3CD6C7B1F8534AE489C0D91C0B037CCE,"Run 16"" Liner (406mm)",5.41
E79002718FBB47EC8A8F3ED3C7C80AA4,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",5.13
592D8A3FC4044A9ABEE730554560EAE0,Run Upper Completion,3.52
81CEC78DC98E4FB498D5F240B2368F3E,Move In & Rig Up,2.55
37849EEF65EF455DB9026D647C1B4800,Temporary Plug & Abandonment (TP&A),1.5
5604C053A0D84498A65094FFFC6F61D5,Move In & Rig Up,3.63
1E0179E39C45410D99449F843ACB9B59,Run Lower Completion,4.71
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Run 13-5/8"" Casing / Tieback (346mm)",1.83
CA120329AD6044F6A4A0BCE932258794,"Jet 36"" Casing (914mm)",8.64
8DE4516EEF9C4249B231AC1054CAE57A,"Drill 8-1/2"" Hole Section (216mm)",3.77
5604C053A0D84498A65094FFFC6F61D5,Run Upper Completion,16.33
81CEC78DC98E4FB498D5F240B2368F3E,"Drill 12-1/4"" Hole Section (311mm)",11.81
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Run 9-7/8"" Liner (251mm)",5.72
54023A25026948EE937426EF9CEED755,"Run 13-5/8"" Casing / Tieback (346mm)",3.31
7E83259C5BA34DCE895A2D9501AC967A,"Run 13-3/8"" Casing (340mm)",1.55
73BF435F6C564EC390725FAF4F50D3E3,Move In & Rig Up,4.01
05E3D57291A54C518D4DCA84D752B455,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.52
81CEC78DC98E4FB498D5F240B2368F3E,Lower P&A,15
AE8222E964BF4261BE13A9F9431A87B2,Move In & Rig Up,0.37
77E60965509A4C0A8D8D06CE60B89470,Run Upper Completion,5.33
3C9D3FBE5854422EBDC0BBBA9A543DBB,Run / Test BOP,3.78
659D58B29AD348D68E4B506B8A12BA3E,"Run 22"" Casing (559mm)",1.73
FF5A9E0299714949BB7113DE5A45FC58,Run Lower Completion,4.04
5604C053A0D84498A65094FFFC6F61D5,Run Lower Completion,10.15
